Nombre,Localidad,Calidad,Teléfono,Dirección,Email,WEB,Postal Code,Tipo de Restauración,Coordenadas GPS,LATWGS84,LONWGS84,tag1,tag2,tag3
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
Urban Rock Concept,Vitoria-Gasteiz,0.0,,"Portal de Gamarra, 1",,,,Concierto,"42.858891,-2.663154",42.858891,-2.663154,musica_en_vivo,noche,animado
LA PERRERA,Bilbao,0.0,,"Sabino Arana, 50",,,,Concierto,"43.256963,-2.923441",43.256963,-2.923441,musica_en_vivo,noche,animado
Palacio Miramar,Donostia / San Sebastián,0.0,,"Paseo de Miraconcha, 48",,,,Concierto,"43.314846,-1.998489",43.314846,-1.998489,cultura,indoor,moderno
CBA - Centro de Cultura y Creatividad (Irun),Irun,0.0,,Plaza San Juan Arria,,,,Otros,"43.338391,-1.78899",43.338391,-1.78899,cultura,indoor,moderno
Centro Cultural Intxaurrondo,Donostia / San Sebastián,0.0,,"Félix Gabilondo, 1",,,,Teatro,"43.313853,-1.953064",43.313853,-1.953064,cultura,indoor,moderno
Teatro Principal de Donostia (Antzoki Zaharra),Donostia / San Sebastián,0.0,,"DK. Calle Mayor, 1",,,,Teatro,"43.3227424959934,-1.98565006256103",43.3227424959934,-1.98565006256103,cultura,indoor,tradicional
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Exposición,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,moderno
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Teatro,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,cultura,indoor,tradicional
Arkabia,Vitoria-Gasteiz,0.0,,"Calle Postas, 13",,,,Teatro,"42.846718,-2.671635",42.846718,-2.671635,cultura,indoor,moderno
Palacio Euskalduna,Bilbao,0.0,,"Avenida Abandoibarra, 4",,,,Concierto,"43.266966,-2.944419",43.266966,-2.944419,cultura,indoor,moderno
Euskaltzaindiaren Aretoa,Bilbao,0.0,,"Plaza Barria, 15",,,,Curso-taller,"43.2593231301957,-2.92271733283996",43.2593231301957,-2.92271733283996,euskaldun,cultura,indoor
Centro Cultural de Tolosa,Tolosa,0.0,,"Triangulo, 1",,,,Curso-taller,"43.137209,-2.073662",43.137209,-2.073662,cultura,euskaldun,indoor
Museo Laboratorium,Bergara,0.0,,"Juan Irazabal pasealekua, 1.",,,,Otros,"43.117431,-2.411323",43.117431,-2.411323,cultura,indoor,moderno
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Danza,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,animado,indoor
Teatro Barakaldo,Barakaldo,0.0,,"Juan Sebastian Elcano, 4",,,,Danza,"43.296803,-2.987501",43.296803,-2.987501,deporte,animado,indoor
Sala BBK,Bilbao,0.0,,"Gran Vía, 19-21",,,,Danza,"43.262018,-2.930798",43.262018,-2.930798,deporte,animado,indoor
Museo Laboratorium,Bergara,0.0,,"Juan Irazabal pasealekua, 1.",,,,Otros,"43.117431,-2.411323",43.117431,-2.411323,cultura,indoor,moderno
Teatro Barakaldo,Barakaldo,0.0,,"Juan Sebastian Elcano, 4",,,,Danza,"43.296803,-2.987501",43.296803,-2.987501,deporte,animado,indoor
Sala BBK,Bilbao,0.0,,"Gran Vía, 19-21",,,,Danza,"43.262018,-2.930798",43.262018,-2.930798,deporte,animado,indoor
Museo Guggenheim Bilbao,Bilbao,0.0,,"Avenida Abandoibarra, 2",,,,Danza,"43.2685031553625,-2.93442249298095",43.2685031553625,-2.93442249298095,cultura,moderno,indoor
Sala BBK,Bilbao,0.0,,"Gran Vía, 19-21",,,,Danza,"43.262018,-2.930798",43.262018,-2.930798,deporte,animado,indoor
Jardín de Falerina (Centro Cultural Montehermoso),Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Teatro,"42.848362,-2.672591",42.848362,-2.672591,cultura,outdoor,chill
Jardín de Falerina (Centro Cultural Montehermoso),Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Teatro,"42.848362,-2.672591",42.848362,-2.672591,cultura,outdoor,chill
Centro Cultural Ernest Lluch,Donostia / San Sebastián,0.0,,"DK. Paseo de Anoeta, 7",,,,Concierto,"43.302306,-1.972512",43.302306,-1.972512,musica_en_vivo,cultura,indoor
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Proyección audiovisual,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,chill
Centro Cultural Ernest Lluch,Donostia / San Sebastián,0.0,,"DK. Paseo de Anoeta, 7",,,,Conferencia,"43.302306,-1.972512",43.302306,-1.972512,cultura,indoor,chill
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Exposición,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,moderno
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Proyección audiovisual,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,chill
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Festivales (Gazteinformazioa),"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,musica_en_vivo,animado,indoor
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Proyección audiovisual,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,chill
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Proyección audiovisual,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,chill
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Proyección audiovisual,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,moderno
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Proyección audiovisual,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,moderno
Centro Cultural Aiete,Donostia / San Sebastián,0.0,,"DK. Paseo de Aiete, 63",,,,Proyección audiovisual,"43.305863,-1.991954",43.305863,-1.991954,cultura,indoor,moderno
Museo Romano Oiasso,Irun,0.0,,"Eskoleta, 1",,,,Conferencia,"43.339813,-1.787794",43.339813,-1.787794,cultura,indoor,tradicional
Stage Live Bilbao,Bilbao,0.0,,"Uribitarte, 8",,,,Concierto,"43.2644246065056,-2.92796856881716",43.2644246065056,-2.92796856881716,musica_en_vivo,indoor,animado
Seminarixoa,Bergara,0.0,,"San Martin Agirre Plaza, 4",,,,Concierto,"43.117601,-2.413579",43.117601,-2.413579,musica_en_vivo,indoor,euskaldun
Seminarixoa,Bergara,0.0,,"San Martin Agirre Plaza, 4",,,,Proyección audiovisual,"43.117601,-2.413579",43.117601,-2.413579,cultura,indoor,euskaldun
Seminarixoa,Bergara,0.0,,"San Martin Agirre Plaza, 4",,,,Proyección audiovisual,"43.117601,-2.413579",43.117601,-2.413579,cultura,indoor,euskaldun
Seminarixoa,Bergara,0.0,,"San Martin Agirre Plaza, 4",,,,Proyección audiovisual,"43.117601,-2.413579",43.117601,-2.413579,cultura,indoor,euskaldun
Seminarixoa,Bergara,0.0,,"San Martin Agirre Plaza, 4",,,,Proyección audiovisual,"43.117601,-2.413579",43.117601,-2.413579,cultura,indoor,euskaldun
Torrezabal Kultur Etxea,Galdakao,0.0,,"Plaza Lehendakari Agirre, s/n",,,,Teatro,"43.231645,-2.844558",43.231645,-2.844558,cultura,indoor,euskaldun
Lizeo Antzokia,Gernika-Lumo,0.0,,"8 de Enero, 4",,,,Concierto,"43.315125,-2.677171",43.315125,-2.677171,musica_en_vivo,indoor,cultura
Lizeo Antzokia,Gernika-Lumo,0.0,,"8 de Enero, 4",,,,Danza,"43.315125,-2.677171",43.315125,-2.677171,cultura,indoor,deporte
Sala Jimmy Jazz,Vitoria-Gasteiz,0.0,,"Coronación, 4",,,,Concierto,"42.8524667920482,-2.67658710479736",42.8524667920482,-2.67658710479736,musica_en_vivo,indoor,animado
Sala Jimmy Jazz,Vitoria-Gasteiz,0.0,,"Coronación, 4",,,,Concierto,"42.8524667920482,-2.67658710479736",42.8524667920482,-2.67658710479736,musica_en_vivo,indoor,noche
Sala Groove,Portugalete,0.0,,"Polígono industrial Nervión, (Ballonti) Pabellón 23",,,,Concierto,"43.313727,-3.031716",43.313727,-3.031716,musica_en_vivo,indoor,animado
Sala Groove,Portugalete,0.0,,"Polígono industrial Nervión, (Ballonti) Pabellón 23",,,,Concierto,"43.313727,-3.031716",43.313727,-3.031716,musica_en_vivo,noche,animado
Librería Joker,Bilbao,0.0,,"Euskalduna, 7",,,,Conferencia,"43.2595497176908,-2.93206214904785",43.2595497176908,-2.93206214904785,cultura,indoor,comercio_local
Algorta Kultur Aretoa,Getxo,0.0,,"Urgull, s/n",,,,Conferencia,"43.362286,-3.012567",43.362286,-3.012567,cultura,indoor,moderno
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,musica_en_vivo,indoor,animado
Cotton Club,Bilbao,0.0,,"Gregorio de la Revilla, 25",,,,Concierto,"43.2608428129476,-2.94043064117431",43.2608428129476,-2.94043064117431,musica_en_vivo,animado,noche
Cotton Club,Bilbao,0.0,,"Gregorio de la Revilla, 25",,,,Concierto,"43.2608428129476,-2.94043064117431",43.2608428129476,-2.94043064117431,musica_en_vivo,animado,noche
Cotton Club,Bilbao,0.0,,"Gregorio de la Revilla, 25",,,,Concierto,"43.2608428129476,-2.94043064117431",43.2608428129476,-2.94043064117431,musica_en_vivo,animado,noche
Centro Cultural Montehermoso,Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Exposición,"42.8482272019287,-2.67256379127502",42.8482272019287,-2.67256379127502,cultura,indoor,moderno
Museo Laboratorium,Bergara,0.0,,"Juan Irazabal pasealekua, 1.",,,,Otros,"43.117431,-2.411323",43.117431,-2.411323,cultura,indoor,tradicional
Amaraun Arte Fabrika,Abadiño,0.0,,"Muntsaratz Auzoa, 36",,,,Concierto,"43.170352,-2.607099",43.170352,-2.607099,musica_en_vivo,cultura,outdoor
Museo Laboratorium,Bergara,0.0,,"Juan Irazabal pasealekua, 1.",,,,Otros,"43.117431,-2.411323",43.117431,-2.411323,cultura,indoor,tradicional
Laboratorium. Colecciones del Real Seminario de Bergara,Bergara,0.0,,"Paseo Juan Irazabal, 1",,,,Conferencia,"43.1177759515661,-2.41366624832153",43.1177759515661,-2.41366624832153,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Concierto,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,musica_en_vivo,cultura,indoor
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Concierto,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,musica_en_vivo,cultura,indoor
Sala Kubik,Vitoria-Gasteiz,0.0,,"General Alava, 5",,,,Concierto,"42.8450267608374,-2.67206415344241",42.8450267608374,-2.67206415344241,musica_en_vivo,animado,noche
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Danza,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,cultura,,moderno
Centro Cultural Ernest Lluch,Donostia / San Sebastián,0.0,,"DK. Paseo de Anoeta, 7",,,,Concierto,"43.302306,-1.972512",43.302306,-1.972512,cultura,musica_en_vivo,indoor
Centro Cultural Ernest Lluch,Donostia / San Sebastián,0.0,,"DK. Paseo de Anoeta, 7",,,,Concierto,"43.302306,-1.972512",43.302306,-1.972512,cultura,musica_en_vivo,indoor
Biblioteca de Leioa (Kultur Leioa),Leioa,0.0,,"José Ramón Aketxe, 11",,,,Conferencia,"43.3266527920545,-2.98612475395202",43.3266527920545,-2.98612475395202,cultura,indoor,euskaldun
Aljibe,Villabona,0.0,,"Erreboteko plaza, z/g",,,,Concierto,"43.189944,-2.052454",43.189944,-2.052454,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Dabadaba,Donostia / San Sebastián,0.0,,"Mundaiz, 8 - Bajo",,,,Concierto,"43.3154482579131,-1.97590884649663",43.3154482579131,-1.97590884649663,musica_en_vivo,noche,animado
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Concierto,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,noche,animado
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Concierto,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,noche,animado
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Concierto,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,noche,animado
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Concierto,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,noche,animado
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Concierto,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,noche,animado
Centro Cultural Montehermoso,Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Curso-taller,"42.8482272019287,-2.67256379127502",42.8482272019287,-2.67256379127502,cultura,indoor,moderno
Centro Cultural Montehermoso,Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Exposición,"42.8482272019287,-2.67256379127502",42.8482272019287,-2.67256379127502,cultura,indoor,moderno
Teatro Beñat Etxepare,Vitoria-Gasteiz,0.0,,"Plaza Zuberoa, 1",,,,Teatro,"42.854990273478464,-2.6677379922079223",42.854990273478464,-2.6677379922079223,cultura,indoor,musica_en_vivo
Centro Cultural Intxaurrondo,Donostia / San Sebastián,0.0,,"Félix Gabilondo, 1",,,,Conferencia,"43.313853,-1.953064",43.313853,-1.953064,cultura,indoor,moderno
Centro Cultural Intxaurrondo,Donostia / San Sebastián,0.0,,"Félix Gabilondo, 1",,,,Conferencia,"43.313853,-1.953064",43.313853,-1.953064,cultura,indoor,moderno
Centro Cultural Intxaurrondo,Donostia / San Sebastián,0.0,,"Félix Gabilondo, 1",,,,Concierto,"43.313853,-1.953064",43.313853,-1.953064,cultura,indoor,musica_en_vivo
Centro Cultural Lugaritz,Donostia / San Sebastián,0.0,,"DK. Paseo Heriz, 20",,,,Conferencia,"43.313157,-2.002185",43.313157,-2.002185,cultura,indoor,moderno
Amaia KZ,Irun,0.0,,"Plaza Pío XII, 4",,,,Concierto,"43.3388503616367,-1.79662942886352",43.3388503616367,-1.79662942886352,musica_en_vivo,noche,animado
Dazz Gasteiz,Vitoria-Gasteiz,0.0,,"Cuchillería, 60",,,,Concierto,"42.84894500141528,-2.671044138878188",42.84894500141528,-2.671044138878188,musica_en_vivo,noche,animado
Casa de Cultura de Bakio,Bakio,0.0,,"Plaza Lehendakari Agirre, 2",,,,Proyección audiovisual,"43.427273753778,-2.81299352645874",43.427273753778,-2.81299352645874,cultura,indoor,tradicional
Klaret Antzokia,Balmaseda,0.0,,"Plaza San Juan, 2",,,,Proyección audiovisual,"43.1938040101807,-3.19436073303222",43.1938040101807,-3.19436073303222,cultura,indoor,tradicional
Social Antzokia,Basauri,0.0,,"Nagusia, 2",,,,Proyección audiovisual,"43.2352922573768,-2.88942575454711",43.2352922573768,-2.88942575454711,cultura,indoor,tradicional
Nestor Basterretxea Aretoa (Bermeo),Bermeo,0.0,,Calle San Francisco s/n,,,,Proyección audiovisual,"43.41868,-2.723792",43.41868,-2.723792,cultura,indoor,tradicional
Lasarte Aretoa,Igorre,0.0,,"Elexalde, 8",,,,Proyección audiovisual,"43.1626879,-2.7792776",43.1626879,-2.7792776,cultura,indoor,tradicional
Casa de Cultura Torrebillela,Mungia,0.0,,"Beko kale, 5",,,,Proyección audiovisual,"43.3532064850259,-2.84906387329101",43.3532064850259,-2.84906387329101,cultura,indoor,tradicional
Herri Antzokia (Legorreta),Legorreta,0.0,,"Kale Nagusia, 12",,,,Proyección audiovisual,"43.085173,-2.148507",43.085173,-2.148507,cultura,indoor,euskaldun
Landetxe Kultur Aretoa,Oiartzun,0.0,,Plaza Landetxe,,,,Proyección audiovisual,"43.30000057513137,-1.8612074439517128",43.30000057513137,-1.8612074439517128,cultura,indoor,euskaldun
Topic. Centro Internacional del Títere de Tolosa,Tolosa,0.0,,"Plaza de Euskal Herria, 1",,,,Proyección audiovisual,"43.1381345068573,-2.0748496055603",43.1381345068573,-2.0748496055603,cultura,indoor,moderno
Andoaingo Gaztetxea,Andoain,0.0,,"Aita Larramendi, 33",,,,Concierto,"43.2108374671831,-2.02783584594726",43.2108374671831,-2.02783584594726,musica_en_vivo,noche,animado
Caserío Museo Igartubeiti,Ezkio-Itsaso,0.0,,"Ezkio Bidea, s/n",,,,Exposición,"43.0811134772146,-2.27554321289062",43.0811134772146,-2.27554321289062,cultura,outdoor,tradicional
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,moderno
Teatro Campos Elíseos,Bilbao,0.0,,"Bertendona, 5",,,,Teatro,"43.25941567460288,-2.931275759294208",43.25941567460288,-2.931275759294208,cultura,indoor,moderno
Sala Jimmy Jazz,Vitoria-Gasteiz,0.0,,"Coronación, 4",,,,Concierto,"42.8524667920482,-2.67658710479736",42.8524667920482,-2.67658710479736,musica_en_vivo,animado,indoor
Helldorado,Vitoria-Gasteiz,0.0,,"Venta de la Estrella, 6 - Pabellón 44",,,,Concierto,"42.8378039669937,-2.65620231628417",42.8378039669937,-2.65620231628417,musica_en_vivo,animado,noche
Helldorado,Vitoria-Gasteiz,0.0,,"Venta de la Estrella, 6 - Pabellón 44",,,,Concierto,"42.8378039669937,-2.65620231628417",42.8378039669937,-2.65620231628417,musica_en_vivo,animado,noche
Helldorado,Vitoria-Gasteiz,0.0,,"Venta de la Estrella, 6 - Pabellón 44",,,,Concierto,"42.8378039669937,-2.65620231628417",42.8378039669937,-2.65620231628417,musica_en_vivo,animado,noche
Centro Cultural Montehermoso,Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Proyección audiovisual,"42.8482272019287,-2.67256379127502",42.8482272019287,-2.67256379127502,cultura,indoor,moderno
Centro Cultural Montehermoso,Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Proyección audiovisual,"42.8482272019287,-2.67256379127502",42.8482272019287,-2.67256379127502,cultura,indoor,moderno
Centro Cultural Montehermoso,Vitoria-Gasteiz,0.0,,"Fray Zacarías Martínez, 2",,,,Proyección audiovisual,"42.8482272019287,-2.67256379127502",42.8482272019287,-2.67256379127502,cultura,indoor,moderno
Centro Cultural Egia,Donostia / San Sebastián,0.0,,"Baztan, 21",,,,Conferencia,"43.3187773080576,-1.96882724761962",43.3187773080576,-1.96882724761962,cultura,indoor,euskaldun
Centro Cultural Egia,Donostia / San Sebastián,0.0,,"Baztan, 21",,,,Proyección audiovisual,"43.3187773080576,-1.96882724761962",43.3187773080576,-1.96882724761962,cultura,indoor,euskaldun
Centro Cultural Intxaurrondo,Donostia / San Sebastián,0.0,,"Félix Gabilondo, 1",,,,Concierto,"43.313853,-1.953064",43.313853,-1.953064,musica_en_vivo,animado,euskaldun
Centro Cultural Intxaurrondo,Donostia / San Sebastián,0.0,,"Félix Gabilondo, 1",,,,Concierto,"43.313853,-1.953064",43.313853,-1.953064,musica_en_vivo,animado,euskaldun
Centro Cultural Intxaurrondo,Donostia / San Sebastián,0.0,,"Félix Gabilondo, 1",,,,Concierto,"43.313853,-1.953064",43.313853,-1.953064,musica_en_vivo,animado,euskaldun
Crazy Horse,Bilbao,0.0,,"Avenida de las Universidades, 5",,,,Concierto,"43.270191,-2.933164",43.270191,-2.933164,musica_en_vivo,noche,animado
Cines Trueba,Donostia / San Sebastián,0.0,,"Secundino Esnaola, 2",,,,Proyección audiovisual,"43.3223366225032,-1.97470664978027",43.3223366225032,-1.97470664978027,cultura,indoor,moderno
Cines Trueba,Donostia / San Sebastián,0.0,,"Secundino Esnaola, 2",,,,Proyección audiovisual,"43.3223366225032,-1.97470664978027",43.3223366225032,-1.97470664978027,cultura,indoor,moderno
Cines Trueba,Donostia / San Sebastián,0.0,,"Secundino Esnaola, 2",,,,Proyección audiovisual,"43.3223366225032,-1.97470664978027",43.3223366225032,-1.97470664978027,cultura,indoor,moderno
Museo Laboratorium,Bergara,0.0,,"Juan Irazabal pasealekua, 1.",,,,Otros,"43.117431,-2.411323",43.117431,-2.411323,cultura,indoor,tradicional
Museo Laboratorium,Bergara,0.0,,"Juan Irazabal pasealekua, 1.",,,,Otros,"43.117431,-2.411323",43.117431,-2.411323,cultura,indoor,tradicional
Palacio Olaso,Valle de Trápaga-Trapagaran,0.0,,"Funikular, 12",,,,Conferencia,"43.3018208694493,-3.04149627685546",43.3018208694493,-3.04149627685546,cultura,tradicional,indoor
Centro Cultural Casares-Tomasene,Donostia / San Sebastián,0.0,,"Camino de Darieta, 1",,,,Conferencia,"43.3184338544051,-1.92840099334716",43.3184338544051,-1.92840099334716,cultura,indoor,tradicional
Museo Guggenheim Bilbao,Bilbao,0.0,,"Avenida Abandoibarra, 2",,,,Otros,"43.2685031553625,-2.93442249298095",43.2685031553625,-2.93442249298095,cultura,moderno,indoor
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,musica_en_vivo,animado,indoor
Museo Guggenheim Bilbao,Bilbao,0.0,,"Avenida Abandoibarra, 2",,,,Proyección audiovisual,"43.2685031553625,-2.93442249298095",43.2685031553625,-2.93442249298095,cultura,moderno,indoor
Museo Guggenheim Bilbao,Bilbao,0.0,,"Avenida Abandoibarra, 2",,,,Concierto,"43.2685031553625,-2.93442249298095",43.2685031553625,-2.93442249298095,musica_en_vivo,cultura,indoor
Museo Guggenheim Bilbao,Bilbao,0.0,,"Avenida Abandoibarra, 2",,,,Danza,"43.2685031553625,-2.93442249298095",43.2685031553625,-2.93442249298095,cultura,musica_en_vivo,indoor
Museo Guggenheim Bilbao,Bilbao,0.0,,"Avenida Abandoibarra, 2",,,,Otros,"43.2685031553625,-2.93442249298095",43.2685031553625,-2.93442249298095,cultura,moderno,indoor
Museo Guggenheim Bilbao,Bilbao,0.0,,"Avenida Abandoibarra, 2",,,,Otros,"43.2685031553625,-2.93442249298095",43.2685031553625,-2.93442249298095,cultura,moderno,indoor
Conservatorio de Música Jesús Guridi,Vitoria-Gasteiz,0.0,,"Plaza de la Constitución, 9",,,,Concierto,"42.8561791440269,-2.67860412597656",42.8561791440269,-2.67860412597656,musica_en_vivo,cultura,indoor
